District;Region;Large Land Estates/Number of estates/From 100 to 200;Large Land Estates/Total area/From 100 to 200;Large Land Estates/Arable land/From 100 to 200;Large Land Estates/Meadows/From 100 to 200;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 100 to 200;Large Land Estates/Orchards/From 100 to 200;Large Land Estates/Vegetable gardens/From 100 to 200;Large Land Estates/Parks/From 100 to 200;Large Land Estates/Land under forest use/From 100 to 200;Large Land Estates/Ponds and lakes/From 100 to 200;Large Land Estates/Under buildings and roads/From 100 to 200;Large Land Estates/Unproductive land/From 100 to 200;Large Land Estates/Number of estates/From 200 to 300;Large Land Estates/Total area/From 200 to 300;Large Land Estates/Arable land/From 200 to 300;Large Land Estates/Meadows/From 200 to 300;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 200 to 300;Large Land Estates/Orchards/From 200 to 300;Large Land Estates/Vegetable gardens/From 200 to 300;Large Land Estates/Parks/From 200 to 300;Large Land Estates/Land under forest use/From 200 to 300;Large Land Estates/Ponds and lakes/From 200 to 300;Large Land Estates/Under buildings and roads/From 200 to 300;Large Land Estates/Unproductive land/From 200 to 300;Large Land Estates/Number of estates/From 300 to 400;Large Land Estates/Total area/From 300 to 400;Large Land Estates/Arable land/From 300 to 400;Large Land Estates/Meadows/From 300 to 400;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 300 to 400;Large Land Estates/Orchards/From 300 to 400;Large Land Estates/Vegetable gardens/From 300 to 400;Large Land Estates/Parks/From 300 to 400;Large Land Estates/Land under forest use/From 300 to 400;Large Land Estates/Ponds and lakes/From 300 to 400;Large Land Estates/Under buildings and roads/From 300 to 400;Large Land Estates/Unproductive land/From 300 to 400;Large Land Estates/Number of estates/From 400 to 500;Large Land Estates/Total area/From 400 to 500;Large Land Estates/Arable land/From 400 to 500;Large Land Estates/Meadows/From 400 to 500;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 400 to 500;Large Land Estates/Orchards/From 400 to 500;Large Land Estates/Vegetable gardens/From 400 to 500;Large Land Estates/Parks/From 400 to 500;Large Land Estates/Land under forest use/From 400 to 500;Large Land Estates/Ponds and lakes/From 400 to 500;Large Land Estates/Under buildings and roads/From 400 to 500;Large Land Estates/Unproductive land/From 400 to 500;Large Land Estates/Number of estates/From 50 to 100;Large Land Estates/Total area/From 50 to 100;Large Land Estates/Arable land/From 50 to 100;Large Land Estates/Meadows/From 50 to 100;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 50 to 100;Large Land Estates/Orchards/From 50 to 100;Large Land Estates/Vegetable gardens/From 50 to 100;Large Land Estates/Parks/From 50 to 100;Large Land Estates/Land under forest use/From 50 to 100;Large Land Estates/Ponds and lakes/From 50 to 100;Large Land Estates/Under buildings and roads/From 50 to 100;Large Land Estates/Unproductive land/From 50 to 100;Large Land Estates/Number of estates/From 500 to 1000;Large Land Estates/Total area/From 500 to 1000;Large Land Estates/Arable land/From 500 to 1000;Large Land Estates/Meadows/From 500 to 1000;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 500 to 1000;Large Land Estates/Orchards/From 500 to 1000;Large Land Estates/Vegetable gardens/From 500 to 1000;Large Land Estates/Parks/From 500 to 1000;Large Land Estates/Land under forest use/From 500 to 1000;Large Land Estates/Ponds and lakes/From 500 to 1000;Large Land Estates/Under buildings and roads/From 500 to 1000;Large Land Estates/Unproductive land/From 500 to 1000;Large Land Estates/Number of estates/Over 1000;Large Land Estates/Total area/Over 1000;Large Land Estates/Arable land/Over 1000;Large Land Estates/Meadows/Over 1000;Large Land Estates/Permanent pastures, mountain meadows, and heaths/Over 1000;Large Land Estates/Orchards/Over 1000;Large Land Estates/Vegetable gardens/Over 1000;Large Land Estates/Parks/Over 1000;Large Land Estates/Land under forest use/Over 1000;Large Land Estates/Ponds and lakes/Over 1000;Large Land Estates/Under buildings and roads/Over 1000;Large Land Estates/Unproductive land/Over 1000;Large Land Estates/Number of estates/Together;Large Land Estates/Total area/Together;Large Land Estates/Arable land/Together;Large Land Estates/Meadows/Together;Large Land Estates/Permanent pastures, mountain meadows, and heaths/Together;Large Land Estates/Orchards/Together;Large Land Estates/Vegetable gardens/Together;Large Land Estates/Parks/Together;Large Land Estates/Land under forest use/Together;Large Land Estates/Ponds and lakes/Together;Large Land Estates/Under buildings and roads/Together;Large Land Estates/Unproductive land/Together
TCZEWSKI;POMORSKIE;19.0;2520.0;2068.0;255.0;93.0;7.0;13.0;4.0;5.0;12.0;48.0;15.0;11.0;2881.0;2364.0;252.0;61.0;13.0;24.0;4.0;36.0;34.0;67.0;26.0;3.0;1086.0;957.0;28.0;11.0;4.0;4.0;2.0;22.0;34.0;16.0;8.0;5.0;2239.0;1836.0;147.0;92.0;3.0;5.0;9.0;41.0;27.0;33.0;46.0;53.0;3840.0;3263.0;326.0;82.0;20.0;10.0;1.0;7.0;17.0;63.0;51.0;5.0;2947.0;2324.0;196.0;128.0;11.0;26.0;7.0;100.0;78.0;57.0;20.0;3.0;4979.0;3035.0;416.0;146.0;6.0;4.0;6.0;1267.0;33.0;27.0;39.0;99.0;20492.0;15847.0;1620.0;613.0;64.0;86.0;33.0;1478.0;235.0;311.0;205.0
TORUŃ (MIASTO);POMORSKIE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TORUŃSKI;POMORSKIE;15.0;1933.0;1188.0;258.0;80.0;11.0;3.0;4.0;169.0;40.0;28.0;152.0;13.0;3353.0;2487.0;290.0;240.0;25.0;12.0;5.0;96.0;13.0;38.0;147.0;6.0;2167.0;1790.0;41.0;78.0;9.0;25.0;8.0;25.0;17.0;19.0;155.0;6.0;2642.0;2102.0;86.0;56.0;13.0;1.0;10.0;222.0;7.0;36.0;109.0;66.0;4629.0;3091.0;520.0;265.0;39.0;12.0;14.0;308.0;48.0;87.0;245.0;8.0;6257.0;5208.0;163.0;52.0;25.0;30.0;23.0;365.0;92.0;114.0;185.0;6.0;9040.0;6127.0;236.0;174.0;28.0;47.0;18.0;2119.0;32.0;155.0;104.0;120.0;30021.0;21993.0;1594.0;945.0;150.0;130.0;82.0;3304.0;249.0;477.0;1097.0
TUCHOLSKI;POMORSKIE;21.0;3049.0;2223.0;223.0;144.0;25.0;3.0;3.0;187.0;116.0;38.0;87.0;7.0;1699.0;1296.0;117.0;28.0;4.0;0.0;3.0;107.0;94.0;12.0;38.0;2.0;709.0;527.0;53.0;28.0;5.0;4.0;2.0;21.0;49.0;12.0;8.0;1.0;499.0;311.0;129.0;18.0;0.0;0.0;0.0;10.0;19.0;3.0;9.0;83.0;5851.0;4383.0;320.0;233.0;27.0;11.0;0.0;292.0;96.0;111.0;378.0;5.0;3406.0;2064.0;285.0;273.0;12.0;6.0;8.0;625.0;83.0;45.0;5.0;3.0;5964.0;2520.0;229.0;249.0;5.0;20.0;0.0;2577.0;89.0;65.0;210.0;122.0;21177.0;13324.0;1356.0;973.0;78.0;44.0;16.0;3819.0;546.0;286.0;735.0
WEJHEROWSKI;POMORSKIE;12.0;1617.0;952.0;137.0;150.0;8.0;7.0;1.0;182.0;27.0;22.0;131.0;11.0;2686.0;1502.0;166.0;310.0;4.0;2.0;2.0;428.0;55.0;13.0;204.0;7.0;2498.0;1488.0;151.0;300.0;6.0;2.0;2.0;274.0;23.0;33.0;219.0;1.0;462.0;276.0;28.0;10.0;0.0;0.0;0.0;140.0;0.0;8.0;0.0;32.0;2167.0;1321.0;241.0;269.0;11.0;5.0;2.0;105.0;10.0;46.0;157.0;3.0;1933.0;844.0;134.0;61.0;4.0;5.0;3.0;815.0;43.0;9.0;15.0;3.0;8003.0;2170.0;266.0;395.0;8.0;7.0;28.0;4632.0;117.0;110.0;270.0;69.0;19366.0;8553.0;1123.0;1495.0;41.0;28.0;38.0;6576.0;275.0;241.0;996.0
WĄBRZESKI;POMORSKIE;13.0;1960.0;1646.0;99.0;79.0;9.0;2.0;0.0;10.0;43.0;16.0;56.0;9.0;2197.0;1767.0;158.0;116.0;11.0;8.0;4.0;32.0;40.0;18.0;43.0;3.0;1160.0;874.0;90.0;146.0;4.0;9.0;4.0;5.0;2.0;10.0;16.0;4.0;1875.0;1501.0;99.0;19.0;8.0;9.0;4.0;77.0;105.0;46.0;7.0;37.0;2494.0;1925.0;229.0;166.0;20.0;11.0;2.0;26.0;9.0;42.0;64.0;5.0;3357.0;2641.0;150.0;42.0;9.0;20.0;12.0;174.0;225.0;60.0;24.0;4.0;4798.0;3244.0;299.0;139.0;8.0;23.0;5.0;642.0;195.0;90.0;153.0;75.0;17841.0;13598.0;1124.0;707.0;69.0;82.0;31.0;966.0;619.0;282.0;363.0
ŚWIECKI;POMORSKIE;18.0;2470.0;1531.0;219.0;134.0;15.0;5.0;13.0;78.0;225.0;30.0;220.0;7.0;1790.0;1260.0;128.0;121.0;7.0;5.0;0.0;185.0;26.0;15.0;43.0;4.0;1506.0;1086.0;98.0;66.0;8.0;5.0;2.0;118.0;89.0;24.0;10.0;5.0;2316.0;1840.0;101.0;47.0;4.0;4.0;6.0;222.0;22.0;30.0;40.0;72.0;4826.0;3113.0;523.0;238.0;49.0;13.0;6.0;219.0;20.0;90.0;555.0;13.0;9029.0;6650.0;510.0;219.0;35.0;63.0;25.0;1207.0;111.0;113.0;96.0;4.0;13131.0;5346.0;425.0;293.0;19.0;30.0;17.0;6369.0;470.0;41.0;121.0;123.0;35068.0;20826.0;2004.0;1118.0;137.0;125.0;69.0;8398.0;963.0;343.0;1085.0
BYDGOSKI;POZNAŃSKIE;37.0;4767.0;3726.0;235.0;217.0;23.0;11.0;2.0;120.0;182.0;70.0;181.0;9.0;2123.0;1773.0;93.0;57.0;12.0;8.0;4.0;37.0;12.0;25.0;102.0;4.0;1420.0;894.0;54.0;100.0;6.0;3.0;4.0;204.0;103.0;12.0;40.0;3.0;1253.0;1065.0;68.0;3.0;3.0;13.0;5.0;64.0;1.0;10.0;21.0;109.0;7787.0;5950.0;581.0;308.0;45.0;25.0;9.0;161.0;147.0;132.0;429.0;5.0;4176.0;3064.0;210.0;158.0;10.0;12.0;15.0;427.0;100.0;77.0;103.0;3.0;5767.0;2537.0;1082.0;115.0;9.0;42.0;11.0;1786.0;18.0;61.0;106.0;170.0;27293.0;19009.0;2323.0;958.0;108.0;114.0;50.0;2799.0;563.0;387.0;982.0
BYDGOSZCZ (MIASTO);POZNAŃSKIE;3.0;414.0;209.0;54.0;29.0;3.0;3.0;2.0;3.0;;9.0;102.0;0.0;0.0;0.0;0.0;;0.0;;;;;0.0;;0.0;0.0;;;;;;;;;;;0.0;0.0;;0.0;;0.0;;;0.0;;;;2.0;133.0;79.0;4.0;0.0;1.0;;0.0;15.0;0.0;4.0;30.0;1.0;730.0;300.0;34.0;32.0;2.0;1.0;;100.0;6.0;85.0;170.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;;6.0;1277.0;588.0;92.0;61.0;6.0;4.0;2.0;118.0;6.0;98.0;302.0
CHODZIESKI;POZNAŃSKIE;13.0;1782.0;1208.0;134.0;64.0;6.0;20.0;2.0;161.0;50.0;27.0;110.0;5.0;1178.0;726.0;161.0;28.0;8.0;3.0;2.0;110.0;0.0;10.0;130.0;4.0;1432.0;917.0;172.0;32.0;5.0;0.0;1.0;277.0;8.0;5.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71.0;4813.0;3230.0;373.0;373.0;27.0;12.0;9.0;474.0;22.0;65.0;228.0;1.0;507.0;177.0;41.0;39.0;1.0;1.0;0.0;240.0;2.0;6.0;0.0;9.0;17794.0;8781.0;1890.0;574.0;31.0;24.0;61.0;5836.0;102.0;316.0;179.0;103.0;27506.0;15039.0;2771.0;1110.0;78.0;60.0;75.0;7098.0;184.0;429.0;662.0
CZARNKOWSKI;POZNAŃSKIE;11.0;1611.0;847.0;153.0;77.0;3.0;5.0;3.0;326.0;42.0;16.0;139.0;2.0;583.0;443.0;21.0;8.0;1.0;1.0;1.0;101.0;0.0;7.0;0.0;4.0;1286.0;671.0;116.0;7.0;3.0;2.0;5.0;395.0;10.0;23.0;54.0;2.0;958.0;861.0;60.0;3.0;4.0;2.0;2.0;14.0;1.0;8.0;3.0;28.0;1845.0;890.0;231.0;98.0;4.0;4.0;0.0;339.0;10.0;14.0;255.0;1.0;606.0;234.0;78.0;26.0;0.0;0.0;0.0;260.0;2.0;3.0;3.0;4.0;15410.0;3233.0;547.0;69.0;27.0;24.0;28.0;10596.0;325.0;80.0;481.0;52.0;22299.0;7179.0;1206.0;288.0;42.0;38.0;39.0;12031.0;390.0;151.0;935.0
GNIEŹNIEŃSKI;POZNAŃSKIE;12.0;1734.0;1503.0;119.0;16.0;10.0;6.0;5.0;5.0;20.0;30.0;20.0;8.0;1978.0;1514.0;142.0;25.0;11.0;8.0;4.0;79.0;87.0;62.0;46.0;4.0;1435.0;1125.0;166.0;16.0;5.0;3.0;1.0;80.0;17.0;12.0;10.0;1.0;465.0;385.0;26.0;3.0;2.0;1.0;2.0;35.0;4.0;7.0;0.0;37.0;2593.0;2039.0;180.0;90.0;25.0;12.0;8.0;43.0;111.0;51.0;34.0;8.0;4664.0;3530.0;286.0;97.0;12.0;17.0;14.0;444.0;163.0;64.0;37.0;3.0;7667.0;5710.0;281.0;154.0;5.0;22.0;10.0;954.0;288.0;145.0;98.0;73.0;20536.0;15806.0;1200.0;401.0;70.0;69.0;44.0;1640.0;690.0;371.0;245.0
GOSTYŃSKI;POZNAŃSKIE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;281.0;246.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;6.0;2077.0;1644.0;192.0;16.0;5.0;17.0;12.0;103.0;2.0;70.0;16.0;4.0;1795.0;1487.0;85.0;6.0;3.0;3.0;5.0;138.0;0.0;45.0;23.0;2.0;126.0;116.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;5.0;2.0;6.0;4612.0;3764.0;336.0;26.0;10.0;23.0;17.0;298.0;8.0;99.0;31.0;14.0;25910.0;17466.0;1974.0;274.0;47.0;82.0;69.0;5191.0;105.0;543.0;159.0;33.0;34801.0;24723.0;2617.0;322.0;66.0;125.0;103.0;5730.0;115.0;769.0;231.0
GRODZISKI;POZNAŃSKIE;3.0;457.0;420.0;9.0;14.0;4.0;0.0;1.0;0.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;977.0;713.0;45.0;27.0;0.0;1.0;3.0;108.0;65.0;15.0;0.0;5.0;382.0;297.0;59.0;14.0;3.0;1.0;0.0;1.0;2.0;4.0;1.0;5.0;3542.0;2595.0;214.0;102.0;8.0;8.0;5.0;527.0;16.0;61.0;6.0;8.0;16061.0;9683.0;833.0;126.0;90.0;41.0;92.0;4789.0;36.0;297.0;74.0;23.0;21419.0;13708.0;1160.0;283.0;105.0;51.0;101.0;5425.0;119.0;385.0;82.0
INOWROCŁAWSKI;POZNAŃSKIE;16.0;2402.0;2000.0;137.0;88.0;12.0;4.0;6.0;19.0;39.0;50.0;47.0;16.0;4129.0;3539.0;183.0;94.0;18.0;15.0;32.0;68.0;48.0;97.0;35.0;10.0;3540.0;2690.0;403.0;174.0;12.0;9.0;8.0;58.0;72.0;100.0;14.0;7.0;3086.0;2378.0;223.0;180.0;9.0;8.0;24.0;94.0;96.0;44.0;30.0;44.0;2900.0;2329.0;181.0;181.0;11.0;6.0;3.0;43.0;34.0;70.0;42.0;22.0;15114.0;12149.0;955.0;483.0;28.0;68.0;69.0;348.0;517.0;393.0;104.0;7.0;11488.0;8885.0;1134.0;652.0;19.0;45.0;32.0;209.0;110.0;189.0;213.0;122.0;42659.0;33970.0;3216.0;1852.0;109.0;155.0;174.0;839.0;916.0;943.0;485.0
JAROCIŃSKI;POZNAŃSKIE;2.0;209.0;157.0;24.0;2.0;1.0;0.0;0.0;0.0;0.0;17.0;8.0;2.0;466.0;185.0;13.0;2.0;0.0;1.0;5.0;257.0;0.0;2.0;1.0;7.0;2389.0;1971.0;124.0;50.0;10.0;9.0;11.0;142.0;12.0;47.0;13.0;2.0;919.0;739.0;24.0;7.0;4.0;2.0;4.0;101.0;1.0;9.0;28.0;10.0;697.0;555.0;54.0;39.0;7.0;1.0;1.0;7.0;3.0;20.0;10.0;6.0;5012.0;3169.0;314.0;265.0;11.0;22.0;32.0;1039.0;23.0;48.0;89.0;13.0;31969.0;20169.0;1602.0;509.0;135.0;131.0;135.0;8324.0;135.0;623.0;206.0;42.0;41661.0;26945.0;2155.0;874.0;168.0;166.0;188.0;9870.0;174.0;766.0;355.0
KOŚCIAŃSKI;POZNAŃSKIE;4.0;513.0;440.0;54.0;0.0;2.0;2.0;0.0;1.0;1.0;10.0;3.0;3.0;857.0;582.0;88.0;22.0;2.0;0.0;1.0;85.0;26.0;20.0;31.0;4.0;1503.0;1108.0;211.0;61.0;2.0;8.0;5.0;58.0;0.0;45.0;5.0;4.0;1814.0;1123.0;338.0;36.0;4.0;8.0;7.0;169.0;81.0;29.0;19.0;6.0;436.0;355.0;37.0;15.0;1.0;1.0;2.0;4.0;0.0;15.0;6.0;11.0;8244.0;6166.0;1120.0;178.0;15.0;29.0;33.0;436.0;26.0;114.0;127.0;8.0;14666.0;8422.0;2650.0;275.0;32.0;36.0;35.0;2678.0;152.0;274.0;112.0;40.0;28033.0;18196.0;4498.0;587.0;58.0;84.0;83.0;3431.0;286.0;507.0;303.0
KOŹMIŃSKI;POZNAŃSKIE;3.0;472.0;422.0;28.0;;4.0;1.0;2.0;1.0;;10.0;4.0;2.0;524.0;485.0;7.0;1.0;1.0;2.0;5.0;9.0;2.0;10.0;2.0;1.0;327.0;281.0;23.0;1.0;2.0;4.0;2.0;;0.0;14.0;;4.0;1763.0;1557.0;104.0;8.0;10.0;8.0;13.0;8.0;3.0;48.0;4.0;6.0;410.0;376.0;12.0;;3.0;1.0;;8.0;1.0;9.0;;6.0;5152.0;4175.0;282.0;61.0;9.0;9.0;24.0;379.0;4.0;170.0;39.0;5.0;14599.0;10484.0;554.0;312.0;34.0;39.0;35.0;2878.0;22.0;213.0;28.0;27.0;23247.0;17780.0;1010.0;383.0;63.0;64.0;81.0;3283.0;32.0;474.0;77.0
KROTOSZYŃSKI;POZNAŃSKIE;1.0;174.0;99.0;40.0;0.0;0.0;0.0;0.0;33.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;820.0;705.0;30.0;16.0;2.0;0.0;1.0;35.0;1.0;30.0;0.0;8.0;535.0;425.0;39.0;31.0;3.0;3.0;1.0;8.0;0.0;14.0;11.0;2.0;1050.0;738.0;56.0;0.0;1.0;3.0;6.0;213.0;0.0;33.0;0.0;4.0;18924.0;8300.0;586.0;69.0;9.0;42.0;34.0;9590.0;44.0;231.0;19.0;17.0;21503.0;10267.0;751.0;116.0;15.0;48.0;42.0;9879.0;45.0;309.0;31.0
KĘPIŃSKI;POZNAŃSKIE;5.0;774.0;539.0;38.0;24.0;8.0;3.0;3.0;143.0;3.0;8.0;5.0;6.0;1567.0;1351.0;132.0;17.0;5.0;3.0;2.0;21.0;2.0;21.0;13.0;7.0;2391.0;1897.0;173.0;26.0;7.0;4.0;7.0;129.0;3.0;39.0;106.0;2.0;821.0;702.0;69.0;2.0;4.0;6.0;1.0;13.0;2.0;18.0;4.0;7.0;504.0;403.0;57.0;6.0;1.0;1.0;0.0;15.0;0.0;13.0;8.0;5.0;3569.0;2475.0;190.0;72.0;4.0;9.0;10.0;602.0;6.0;55.0;146.0;8.0;22026.0;11558.0;2195.0;480.0;23.0;29.0;36.0;7171.0;34.0;256.0;244.0;40.0;31652.0;18925.0;2854.0;627.0;52.0;55.0;59.0;8094.0;50.0;410.0;526.0
LESZCZYŃSKI;POZNAŃSKIE;8.0;1053.0;737.0;89.0;12.0;3.0;2.0;2.0;160.0;1.0;14.0;33.0;3.0;774.0;606.0;84.0;18.0;3.0;4.0;2.0;11.0;2.0;30.0;14.0;5.0;1657.0;1345.0;178.0;33.0;4.0;6.0;3.0;44.0;6.0;15.0;23.0;3.0;1310.0;1159.0;28.0;;3.0;11.0;6.0;46.0;2.0;54.0;1.0;12.0;769.0;588.0;76.0;13.0;5.0;3.0;4.0;55.0;3.0;16.0;6.0;8.0;5831.0;3623.0;641.0;117.0;20.0;12.0;16.0;1152.0;111.0;136.0;3.0;7.0;20112.0;9252.0;1891.0;258.0;37.0;77.0;18.0;7199.0;1063.0;253.0;64.0;46.0;31506.0;17310.0;2987.0;451.0;75.0;115.0;51.0;8667.0;1188.0;518.0;144.0
MIĘDZYCHODZKI;POZNAŃSKIE;6.0;766.0;400.0;45.0;98.0;3.0;0.0;0.0;150.0;13.0;9.0;48.0;2.0;459.0;357.0;38.0;8.0;0.0;2.0;1.0;24.0;27.0;1.0;1.0;;0.0;;;;;;0.0;;0.0;;0.0;1.0;414.0;13.0;;;0.0;;0.0;0.0;401.0;;;27.0;1819.0;1108.0;170.0;95.0;9.0;10.0;0.0;238.0;29.0;29.0;131.0;8.0;6225.0;3182.0;453.0;74.0;7.0;18.0;22.0;1617.0;717.0;114.0;21.0;7.0;15722.0;8697.0;933.0;184.0;55.0;86.0;66.0;4377.0;1005.0;202.0;117.0;51.0;25405.0;13757.0;1639.0;459.0;74.0;116.0;89.0;6406.0;2192.0;355.0;318.0
MOGILEŃSKI;POZNAŃSKIE;41.0;5354.0;4461.0;381.0;112.0;24.0;12.0;8.0;12.0;162.0;90.0;92.0;12.0;2978.0;2413.0;186.0;37.0;16.0;12.0;6.0;12.0;151.0;66.0;79.0;7.0;2447.0;1959.0;182.0;31.0;6.0;17.0;7.0;8.0;187.0;31.0;19.0;7.0;3232.0;2651.0;134.0;65.0;3.0;5.0;28.0;73.0;222.0;34.0;17.0;120.0;8251.0;6888.0;634.0;193.0;49.0;21.0;3.0;33.0;97.0;152.0;181.0;9.0;6188.0;5001.0;216.0;140.0;22.0;32.0;14.0;320.0;277.0;113.0;53.0;1.0;1279.0;893.0;71.0;7.0;4.0;14.0;2.0;141.0;100.0;29.0;18.0;197.0;29729.0;24266.0;1804.0;585.0;124.0;113.0;68.0;599.0;1196.0;515.0;459.0
NOWOTOMYSKI;POZNAŃSKIE;5.0;687.0;305.0;41.0;14.0;3.0;2.0;0.0;277.0;5.0;2.0;38.0;1.0;286.0;260.0;21.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;442.0;70.0;1.0;3.0;0.0;0.0;1.0;367.0;0.0;0.0;0.0;26.0;1626.0;924.0;96.0;51.0;11.0;6.0;0.0;423.0;38.0;33.0;44.0;5.0;3520.0;1834.0;154.0;47.0;48.0;14.0;8.0;1295.0;8.0;97.0;15.0;11.0;26617.0;11329.0;1291.0;448.0;41.0;63.0;68.0;12377.0;255.0;396.0;349.0;49.0;33178.0;14722.0;1604.0;563.0;103.0;85.0;77.0;14742.0;306.0;530.0;446.0
OBORNICKI;POZNAŃSKIE;25.0;3444.0;2599.0;262.0;171.0;18.0;9.0;1.0;228.0;32.0;52.0;72.0;4.0;946.0;616.0;113.0;36.0;7.0;5.0;1.0;117.0;1.0;16.0;34.0;3.0;1079.0;789.0;54.0;28.0;4.0;3.0;2.0;108.0;45.0;15.0;31.0;3.0;1373.0;1200.0;121.0;20.0;3.0;2.0;3.0;1.0;2.0;21.0;;70.0;4736.0;3748.0;271.0;301.0;20.0;12.0;;158.0;34.0;77.0;115.0;12.0;9875.0;7759.0;664.0;235.0;18.0;22.0;42.0;823.0;118.0;164.0;30.0;7.0;9789.0;6941.0;617.0;272.0;36.0;57.0;41.0;1616.0;26.0;152.0;31.0;124.0;31242.0;23652.0;2102.0;1063.0;106.0;110.0;90.0;3051.0;258.0;497.0;313.0
ODOLANOWSKI;POZNAŃSKIE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;430.0;363.0;41.0;0.0;1.0;0.0;1.0;0.0;0.0;24.0;0.0;8.0;485.0;374.0;54.0;31.0;2.0;3.0;0.0;2.0;0.0;10.0;9.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;22311.0;5070.0;1360.0;190.0;19.0;13.0;9.0;14498.0;47.0;321.0;784.0;13.0;23226.0;5807.0;1455.0;221.0;22.0;16.0;10.0;14500.0;47.0;355.0;793.0
OSTROWSKI (OSTRÓW WIELKOPOLSKI);POZNAŃSKIE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;503.0;394.0;73.0;12.0;3.0;1.0;2.0;10.0;1.0;7.0;0.0;3.0;1079.0;898.0;47.0;0.0;12.0;3.0;3.0;97.0;1.0;18.0;0.0;7.0;3094.0;2621.0;152.0;41.0;14.0;23.0;14.0;137.0;6.0;68.0;18.0;3.0;214.0;122.0;23.0;29.0;1.0;1.0;0.0;2.0;3.0;7.0;26.0;7.0;4759.0;3365.0;325.0;49.0;19.0;23.0;27.0;829.0;8.0;98.0;16.0;5.0;13738.0;5718.0;1315.0;190.0;43.0;65.0;20.0;5170.0;890.0;318.0;9.0;27.0;23387.0;13118.0;1935.0;321.0;92.0;116.0;66.0;6245.0;909.0;516.0;69.0
OSTRZESZOWSKI;POZNAŃSKIE;13.0;1789.0;1071.0;127.0;137.0;8.0;8.0;1.0;319.0;13.0;30.0;75.0;4.0;917.0;632.0;102.0;45.0;5.0;3.0;3.0;50.0;8.0;22.0;47.0;2.0;756.0;551.0;67.0;30.0;3.0;2.0;2.0;69.0;13.0;10.0;9.0;2.0;910.0;678.0;44.0;101.0;2.0;2.0;0.0;45.0;1.0;23.0;14.0;7.0;498.0;352.0;40.0;25.0;4.0;2.0;0.0;33.0;4.0;12.0;26.0;6.0;3494.0;1711.0;181.0;180.0;8.0;6.0;8.0;975.0;185.0;51.0;189.0;1.0;1743.0;699.0;108.0;120.0;0.0;1.0;0.0;627.0;179.0;0.0;9.0;35.0;10107.0;5694.0;669.0;638.0;30.0;24.0;14.0;2118.0;403.0;148.0;369.0
